"","t","k"
"1222",2221,23
"1223",2222,23
"1224",2223,23
"1225",2224,23
"1226",2225,23
"1227",2226,23
"1228",2227,23
"1229",2228,23
"1230",2229,23
"1231",2230,23
"1232",2231,23
"1233",2232,23
"1234",2233,23
"1235",2234,23
"1236",2235,23
"1237",2236,23
"1238",2237,23
"1239",2238,23
"1240",2239,23
"1241",2240,23
"1242",2241,23
"1243",2242,23
"1244",2243,23
"1245",2244,23
"1246",2245,23
"1247",2246,23
"1248",2247,23
"1249",2248,23
"1250",2249,23
"1251",2250,23
"1252",2251,23
"1253",2252,23
"1254",2253,23
"1255",2254,23
"1256",2255,23
"1257",2256,23
"1258",2257,23
"1259",2258,23
"1260",2259,23
"1261",2260,23
"1262",2261,23
"1263",2262,23
"1264",2263,23
"1265",2264,23
"1266",2265,23
"1267",2266,23
"1268",2267,24
"1269",2268,24
"1270",2269,24
"1271",2270,24
"1272",2271,24
"1273",2272,24
"1274",2273,24
"1275",2274,24
"1276",2275,24
"1277",2276,24
"1278",2277,24
"1279",2278,24
"1280",2279,24
"1281",2280,24
"1282",2281,24
"1283",2282,24
"1284",2283,24
"1285",2284,24
"1286",2285,24
"1287",2286,24
"1288",2287,24
"1289",2288,24
"1290",2289,24
"1291",2290,24
"1292",2291,24
"1293",2292,24
"1294",2293,24
"1295",2294,24
"1296",2295,24
"1297",2296,24
"1298",2297,24
"1299",2298,24
"1300",2299,24
"1301",2300,24
"1302",2301,24
"1303",2302,24
"1304",2303,24
"1305",2304,24
"1306",2305,24
"1307",2306,24
"1308",2307,24
"1309",2308,24
"1310",2309,24
"1311",2310,24
"1312",2311,24
"1313",2312,24
"1314",2313,24
"1315",2314,24
"1316",2315,24
"1317",2316,24
"1318",2317,24
"1319",2318,24
"1320",2319,24
"1321",2320,24
"1322",2321,24
"1323",2322,24
"1324",2323,24
"1325",2324,24
"1326",2325,24
"1327",2326,24
"1328",2327,24
"1329",2328,24
"1330",2329,24
"1331",2330,24
"1332",2331,24
"1333",2332,24
"1334",2333,24
"1335",2334,24
"1336",2335,24
"1337",2336,24
"1338",2337,24
"1339",2338,24
"1340",2339,24
"1341",2340,24
"1342",2341,24
"1343",2342,24
"1344",2343,24
"1345",2344,24
"1346",2345,24
"1347",2346,24
"1348",2347,24
"1349",2348,24
"1350",2349,24
"1351",2350,24
"1352",2351,24
"1353",2352,24
"1354",2353,24
"1355",2354,24
"1356",2355,24
"1357",2356,24
"1358",2357,24
"1359",2358,24
"1360",2359,24
"1361",2360,24
"1362",2361,24
"1363",2362,24
"1364",2363,24
"1365",2364,24
"1366",2365,24
"1367",2366,24
"1368",2367,24
"1369",2368,24
"1370",2369,24
"1371",2370,24
"1372",2371,24
"1373",2372,24
"1374",2373,24
"1375",2374,24
"1376",2375,24
"1377",2376,24
"1378",2377,24
"1379",2378,24
"1380",2379,24
"1381",2380,24
"1382",2381,24
"1383",2382,24
"1384",2383,24
"1385",2384,24
"1386",2385,24
"1387",2386,24
"1388",2387,24
"1389",2388,24
"1390",2389,24
"1391",2390,24
"1392",2391,24
"1393",2392,24
"1394",2393,24
"1395",2394,24
"1396",2395,24
"1397",2396,24
"1398",2397,24
"1399",2398,24
"1400",2399,24
"1401",2400,24
"1402",2401,24
"1403",2402,24
"1404",2403,24
"1405",2404,24
"1406",2405,24
"1407",2406,24
"1408",2407,24
"1409",2408,24
"1410",2409,24
"1411",2410,24
"1412",2411,24
"1413",2412,24
"1414",2413,24
"1415",2414,24
"1416",2415,24
"1417",2416,24
"1418",2417,24
"1419",2418,24
"1420",2419,24
"1421",2420,24
"1422",2421,24
"1423",2422,24
"1424",2423,24
"1425",2424,24
"1426",2425,24
"1427",2426,24
"1428",2427,24
"1429",2428,24
"1430",2429,24
"1431",2430,24
"1432",2431,24
"1433",2432,24
"1434",2433,24
"1435",2434,24
"1436",2435,24
"1437",2436,24
"1438",2437,24
"1439",2438,24
"1440",2439,24
"1441",2440,24
"1442",2441,24
"1443",2442,24
"1444",2443,24
"1445",2444,24
"1446",2445,24
"1447",2446,24
"1448",2447,24
"1449",2448,24
"1450",2449,24
"1451",2450,24
"1452",2451,24
"1453",2452,24
"1454",2453,24
"1455",2454,25
"1456",2455,25
"1457",2456,25
"1458",2457,25
"1459",2458,25
"1460",2459,25
"1461",2460,25
"1462",2461,25
"1463",2462,25
"1464",2463,25
"1465",2464,25
"1466",2465,25
"1467",2466,25
"1468",2467,25
"1469",2468,25
"1470",2469,25
"1471",2470,25
"1472",2471,25
"1473",2472,25
"1474",2473,25
"1475",2474,25
"1476",2475,25
"1477",2476,25
"1478",2477,25
"1479",2478,25
"1480",2479,25
"1481",2480,25
"1482",2481,25
"1483",2482,25
"1484",2483,25
"1485",2484,25
"1486",2485,25
"1487",2486,25
"1488",2487,25
"1489",2488,25
"1490",2489,25
"1491",2490,25
"1492",2491,25
"1493",2492,25
"1494",2493,25
"1495",2494,25
"1496",2495,25
"1497",2496,25
"1498",2497,25
"1499",2498,25
"1500",2499,25
"1501",2500,25
"1502",2501,25
"1503",2502,25
"1504",2503,25
"1505",2504,25
"1506",2505,25
"1507",2506,25
"1508",2507,25
"1509",2508,25
"1510",2509,25
"1511",2510,25
"1512",2511,25
"1513",2512,25
"1514",2513,25
"1515",2514,25
"1516",2515,25
"1517",2516,25
"1518",2517,25
"1519",2518,25
"1520",2519,25
"1521",2520,25
"1522",2521,25
"1523",2522,25
"1524",2523,25
"1525",2524,25
"1526",2525,25
"1527",2526,25
"1528",2527,25
"1529",2528,25
"1530",2529,25
"1531",2530,25
"1532",2531,25
"1533",2532,25
"1534",2533,25
"1535",2534,25
"1536",2535,25
"1537",2536,25
"1538",2537,25
"1539",2538,25
"1540",2539,25
"1541",2540,25
"1542",2541,25
"1543",2542,25
"1544",2543,25
"1545",2544,25
"1546",2545,25
"1547",2546,25
"1548",2547,25
"1549",2548,25
"1550",2549,25
"1551",2550,25
"1552",2551,25
"1553",2552,25
"1554",2553,25
"1555",2554,25
"1556",2555,25
"1557",2556,25
"1558",2557,25
"1559",2558,25
"1560",2559,25
"1561",2560,25
"1562",2561,25
"1563",2562,25
"1564",2563,25
"1565",2564,25
"1566",2565,25
"1567",2566,25
"1568",2567,25
"1569",2568,25
"1570",2569,25
"1571",2570,25
"1572",2571,25
"1573",2572,25
"1574",2573,25
"1575",2574,25
"1576",2575,25
"1577",2576,25
"1578",2577,25
"1579",2578,25
"1580",2579,25
"1581",2580,25
"1582",2581,25
"1583",2582,25
"1584",2583,25
"1585",2584,25
"1586",2585,25
"1587",2586,25
"1588",2587,25
"1589",2588,25
"1590",2589,25
"1591",2590,25
"1592",2591,25
"1593",2592,25
"1594",2593,25
"1595",2594,25
"1596",2595,25
"1597",2596,25
"1598",2597,25
"1599",2598,25
"1600",2599,25
"1601",2600,25
"1602",2601,25
"1603",2602,25
"1604",2603,25
"1605",2604,25
"1606",2605,25
"1607",2606,25
"1608",2607,25
"1609",2608,25
"1610",2609,25
"1611",2610,25
"1612",2611,25
"1613",2612,25
"1614",2613,25
"1615",2614,25
"1616",2615,25
"1617",2616,25
"1618",2617,25
"1619",2618,25
"1620",2619,25
"1621",2620,25
"1622",2621,25
"1623",2622,25
"1624",2623,25
"1625",2624,25
"1626",2625,25
"1627",2626,25
"1628",2627,25
"1629",2628,25
"1630",2629,25
"1631",2630,25
"1632",2631,25
"1633",2632,25
"1634",2633,25
"1635",2634,25
"1636",2635,25
"1637",2636,25
"1638",2637,25
"1639",2638,25
"1640",2639,25
"1641",2640,25
"1642",2641,25
"1643",2642,25
"1644",2643,25
"1645",2644,25
"1646",2645,25
"1647",2646,25
"1648",2647,25
"1649",2648,25
"1650",2649,25
"1651",2650,25
"1652",2651,25
"1653",2652,25
"1654",2653,25
"1655",2654,25
"1656",2655,25
"1657",2656,25
"1658",2657,25
"1659",2658,25
"1660",2659,25
"1661",2660,25
"1662",2661,25
